ID,CLASS,Assignment,Company,Address,City,state,zip,country,Gem SQ,Gem Solar,Unnamed: 11,Sq Ft,Industry,Sub Industry,Notes,Geocoded_address,X,Y,Operator,Utility,Est. deal size,Resiliency Need,Owner-occupied?,Unnamed: 24,Unnamed: 25
396,1+,Julia,Flexcon,300 Pond St,Randolph,MA,2368,United States,,,,,,,,"300 Pond Street, Randolph, Massachusetts, 02368",-71.0487,42.20176,ISO-NE,N'Grid,,,,,
397,1+,Yonah,"FLOCON, INC.",11595 McConnell Rd,Woodstock,IL,60098,United States,,,N,"544,302",Manufacturing,,,"11595 McConnell Rd, Woodstock, Illinois, 60098",-88.4213,42.30391,PJM,Comed,,,,,
398,CORE,Yonah,Ford Motor Company,1000 E Lincoln Hwy,Chicago Heights,IL,60411,United States,,,N,"2,460,000",Industrial,,,"1000 East Lincoln Highway, Ford Heights, Illinois, 60411",-87.5918,41.50625,PJM,Comed,Large,Low,Yes,,
399,CORE,Yonah,Ford Motor Company,12200 S Avenue O,Chicago,IL,60617,United States,,,N,"300,000",Industrial,,,"12200 S Avenue O, Chicago, Illinois, 60617",-87.5402,41.67361,PJM,Comed,Med,Low,No,,
400,CORE,Yonah,Ford Motor Company,12359-12543 S Burley Ave,Chicago,IL,60633,United States,,,N,"300,000",Industrial,,,"12359 S Burley Ave, Chicago, Illinois, 60633",-87.5444,41.66673,PJM,Comed,Med,Low,No,,
401,CORE,Yonah,Ford Motor Company,12600 S Torrence Ave,Chicago,IL,60633,United States,,,N,"300,000",Industrial,,,"12600 South Torrence Avenue, Chicago, Illinois, 60633",-87.5589,41.66375,PJM,Comed,Large,Low,Unclear,,
402,CORE,Yonah,Ford Motor Company,2200 E 130th St,Chicago,IL,60633,United States,,,N,"509,000",Manufacturing,,,"2200 E 130th St, Chicago, Illinois, 60633",-87.5652,41.65921,PJM,Comed,Large,Low,Yes,,
403,CORE,Yonah,Ford Motor Company,220 Tradeport Dr,Windsor,CT,6095,Hartford,,,N,"242,000",Industrial,,,"220 Tradeport Dr, Windsor, Connecticut, 06095",-72.7164,41.91232,ISO-NE,Eversource,0,Extremely High,No,,
404,1+,Julia,Fore River Recycling LLC,1761 Route 12,Gales Ferry,CT,06335-1213,New London,,,,"450,955",Manufacturing,,,"1761 Route 12, Gales Ferry, Connecticut, 06335",-72.0801,41.43932,ISO-NE,,,,,,
405,1+,Yonah,"Foreign Auto Servicing, Inc.",267 Southbridge Rd,Charlton,MA,1507,United States,,,,,Retail,Automobile Dealers,,"267 Southbridge Road, Charlton, Massachusetts, 01507",-72.0131,42.11129,ISO-NE,N'Grid,,,,4.03E+08,www.vehicle-outfitters.com
406,1+,Julia,Forsgate Industrial Partners,18 Thatcher Rd,South Brunswick,NJ,8810,United States,,,,"509,335",Warehouse,,,"18 Thatcher Rd, Dayton, New Jersey, 08810",-74.4836,40.35059,PJM,PSE&G,Single,,,,
407,1+,Yonah,"Franklin Realty Advisors, Inc.",25 Optical Dr,Southbridge,MA,1550,United States,,,,,,,,"25 Optical Drive, Southbridge, Massachusetts, 01550",-72.0229,42.07514,ISO-NE,N'Grid,,,,4.73E+08,
408,1+,Julia,Frederick A Miller Jr,263 Brook St,New Bedford,MA,2745,United States,,,,,,,,"263 Brook Street, New Bedford, Massachusetts, 02745",-70.9336,41.66721,ISO-NE,Eversource,,,,,
409,1+,Yonah,Fujifilm Hunt Chemicals USA HQ,900 Carnegie St,Rolling Meadows,IL,60008-1006,United States,,,,"152,877",Distribution,,,"900 Carnegie Street, Rolling Meadows, Illinois, 60008",-88.0279,42.09999,PJM,Comed,,,,,
410,CORE,Julia,GE Aerospace,1354 Clifford Ave,Loves Park,IL,61111,United States,,,N,"300,000",Manufacturing,,,"1354 Clifford Ave, Loves Park, Illinois, 61111",-89.0417,42.31811,PJM,Comed,Large,Medium,No,,
411,CORE,Julia,GE Aerospace,1000 Western Ave,Lynn,MA,1910,United States,,,N,"1,448,000",Industrial,Aerospace Manufacturing,,"1000 Western Avenue, Lynn, Massachusetts, 01905",-70.9747,42.45466,ISO-NE,N'Grid,Large,Low,Yes,,
412,CORE,Julia,General Dynamics,100 Plastics Ave,Pittsfield,MA,1201,United States,,,N,,Industrial,,,"100 Plastics Avenue, Pittsfield, Massachusetts, 01201",-73.2118,42.45984,ISO-NE,Eversource,Large,Medium,No,,
413,CORE,Julia,General Dynamics,553 South St,Quincy,MA,2169,United States,,,N,,Industrial,,,"553 South Street, Quincy, Massachusetts, 02169",-70.9757,42.24287,ISO-NE,N'Grid,Med,Low,No,,
414,CORE,Julia,General Dynamics,75 Eastern Point Rd,Groton,CT,6340,New London,,,N,"4,193,638",Industrial,,,"75 Eastern Point Rd, Groton, Connecticut, 06340",-72.0789,41.34731,ISO-NE,Eversource,Large,Extremely High,Yes,,
415,CORE+,Julia,General Dynamics,223 Eastern Point Rd,Groton,CT,6340,New London,,,,"200,000",Manufacturing,,,"223 Eastern Point Rd, Groton, Connecticut, 06340",-72.0788,41.34223,ISO-NE,,,,,,
416,CORE,Julia,General Dynamics,25 Norwich Westerly Rd,North Stonington,CT,6359,New London,,,N,,Manufacturing,,,"25 Norwich Westerly Rd, North Stonington, Connecticut, 06359",-71.8559,41.41392,ISO-NE,Eversource,Med,Extremely High,No,,
417,CORE,Julia,General Dynamics,100 Mechanic St,Pawcatuck,CT,6379,New London,,,N,,Industrial,,,"100 Mechanic St, Pawcatuck, Connecticut, 06379",-71.8339,41.37144,ISO-NE,Eversource,Med,Extremely High,No,,
418,CORE+,Julia,General Dynamics Mission Systems,150 Rustcraft Rd,Dedham,MA,2026,United States,,,,,,,,"150 Rustcraft Road, Dedham, Massachusetts, 02026",-71.169,42.23281,ISO-NE,Eversource,,,,,
419,CORE,Julia,General Dynamics Mission Systems,7-9 Vreeland Rd,Florham Park,NJ,7932,United States,,,N,,Industrial,,,"9 Vreeland Rd, Florham Park, New Jersey, 07932",-74.3746,40.79533,PJM,JCP&L,,,,,
420,CORE,Yonah,General Mills,1210 Irene Rd,Belvidere,IL,61008,United States,,,N,"1,300,000",Industrial,,,"1210 Irene Rd, Belvidere, Illinois, 61008",-88.9028,42.24563,PJM,Comed,Large,Low,No,,
421,CORE,Yonah,General Mills,2089 Pillsbury Dr,Geneva,IL,60134,United States,,,N,"321,702",Industrial,,,"2089 Pillsbury Dr, Geneva, Illinois, 60134",-88.265,41.89258,PJM,Comed,Large,Low,Yes,,
422,CORE+,Yonah,General Mills,30131 Elion Blvd,Wilmington,IL,60481,United States,,,N,"1,482,000",Warehouse/Distribution,,,"30131 S Elion Blvd, Wilmington, Illinois, 60481",-88.1966,41.34002,PJM,Comed,,,,,
423,CORE,Yonah,General Mills,30131 Ridgeway Blvd,Wilmington,IL,60481,United States,,,N,"1,508,425",Industrial,,,"Ridge Way, Wilmington, Illinois, 60481",-88.1984,41.3412,PJM,Comed,Large,High,No,,
424,CORE,Yonah,General Mills,915 E Pleasant St,Belvidere,IL,61008,United States,,,N,"472,606",Industrial,,,"915 E Pleasant St, Belvidere, Illinois, 61008",-88.8303,42.26199,PJM,Comed,Large,Low,Yes,,
425,CORE,Yonah,General Motors,1355 Remington Rd,Bolingbrook,IL,60490,United States,,,N,"300,000",Industrial,,,"1355 Remington Blvd, Bolingbrook, Illinois, 60490",-88.1307,41.65944,PJM,Comed,Med,High,No,,
426,CORE,Julia,Geodis,1101 W Taylor Rd,Romeoville,IL,60446,United States,,,N,"541,123",Industrial,,,"1101 W Taylor Rd, Romeoville, Illinois, 60446",-88.1152,41.62439,PJM,Comed,Large,High,No,,
427,CORE,Julia,Geodis,2780 McDonough St,Joliet,IL,60436,United States,,,N,"474,432",Industrial,,,"2780 Mcdonough St, Joliet, Illinois, 60436",-88.1497,41.51015,PJM,Comed,Med,High,No,,
428,CORE,Julia,Geodis,790 Taylor Rd,Romeoville,IL,60446,United States,,,N,"104,700",Industrial,,,"790 W Taylor Rd, Romeoville, Illinois, 60446",-88.0998,41.62483,PJM,Comed,Med,High,No,,
429,CORE,Julia,Geodis,900 W Renwick Rd,Romeoville,IL,60441,United States,,,N,"347,760",Industrial,,,"900 W Renwick Rd, Romeoville, Illinois, 60446",-88.1057,41.60055,PJM,Comed,Med,High,No,,
430,CORE,Julia,Geodis,901 W Bluff Rd,Romeoville,IL,60446,United States,,,N,"104,700",Industrial,,,"901 W Bluff Rd, Romeoville, Illinois, 60446",-88.0474,41.67714,PJM,Comed,Med,High,No,,
431,CORE,Julia,Geodis,99 N Pinnacle Dr,Romeoville,IL,60446,United States,,,N,"104,700",Industrial,,,"99 N Pinnacle Dr, Romeoville, Illinois, 60446",-88.1141,41.62906,PJM,Comed,Med,High,No,,
432,CORE,Julia,Geodis,1 Costco Dr,Monroe Township,NJ,8831,United States,,,PV,,Industrial,,,"1 Costco Dr, Monroe Township, New Jersey, 08831",-74.463,40.35977,PJM,JCP&L,,,,,
433,1+,Julia,George Huang,380 Elm St,Southbridge,MA,1550,United States,,,,,,,,"380 Elm Street, Southbridge, Massachusetts, 01550",-72.0372,42.06505,ISO-NE,N'Grid,,,,,
434,CORE,Julia,George-Pacific Corporation,623 Riegelsville Rd,Milford,NJ,8848,United States,,,N,,Industrial,,,"623 Riegelsville Rd, Milford, New Jersey, 08848",-75.1892,40.58318,PJM,JCP&L,,,,,
435,1+,Yonah,Georgia Nut Co,7500 N Linder Ave,Skokie,IL,60077-3222,United States,,,,"122,445",Food Processing,,,"7500 Linder Avenue, Skokie, Illinois, 60077",-87.7648,42.01764,PJM,Comed,,,,,
436,1+,Julia,Georgia-Pacific,23534 Central Ave,Monee,IL,60449,United States,,,N,"977,000",Warehouse/Distribution,,,"23534 Central Ave, Monee, Illinois, 60449",-87.748,41.45763,PJM,Comed,,,,,
437,1,Julia,Gerndt Martin,50 Rado Dr,Naugatuck,CT,6770,,,,N,,Manufacturing,,,"50 Rado Dr, Naugatuck, Connecticut, 06770",-73.0242,41.51193,ISO-NE,,Med,High,,,
438,1+,Yonah,GFI Partners LLC,100 Simplex Dr,Westminster,MA,1473,United States,,,Y,"122,500",Manufacturing,,,"100 Simplex Dr, Westminster, Massachusetts, 01473",-71.9162,42.55752,ISO-NE,N'Grid,,,,48679991,
439,1,Yonah,GFI Partners LLC,1255 W Broad St,Stratford,CT,6615,,,,N,,Manufacturing,,,"1255 W Broad St, Stratford, Connecticut, 06615",-73.137,41.19181,ISO-NE,,Med,Extremely High,,,
440,1+,Julia,Global Net Lease,125 Ellington Rd,South Windsor,CT,6074,Hartford,,,,"259,600",Manufacturing,,,"125 Ellington Rd, South Windsor, Connecticut, 06074",-72.614,41.80345,ISO-NE,,,,,,
441,1+,Yonah,"GNLP 239 West Service Rd, LLC",219-239 W Service Rd,Hartford,CT,06120-1205,Hartford,,,,"425,294",Warehouse,,,"239 W Service Rd, Hartford, Connecticut, 06120",-72.6549,41.79751,ISO-NE,,,,,,
442,CORE,Yonah,Goodyear,3095 Corporate Dr,Dekalb,IL,60115,United States,,,N,"1,005,767",Industrial,,,"3095 Corporate Dr, Dekalb, Illinois, 60115",-88.7631,41.89525,PJM,Comed,Large,Low,No,,
443,1+,Julia,Goya Foods Inc,350-360 County Rd,Jersey City,NJ,7307,United States,,,,"628,000",Warehouse,,,"350 County Rd, Jersey City, New Jersey, 07307",-74.0663,40.75902,PJM,PSE&G,Single,,,,
444,1,Yonah,"Gracey Avenue Industrial Park, LLC",45 Gracey Ave,Meriden,CT,6451,,,,N,,Manufacturing,,,"45 Gracey Ave, Meriden, Connecticut, 06451",-72.7935,41.55088,ISO-NE,,Med,High,,,
445,1+,Yonah,Grainger Distribution,701 Grainger Way,Minooka,IL,60447,United States,,,Y,"1,011,000",Warehouse/Distribution,,,"701 Grainger Way, Minooka, Illinois, 60447",-88.2794,41.46152,PJM,Comed,,,,,
446,1+,Julia,Graph-Pak Corporation,3001 N Darrell Rd,Island Lake,IL,60042,United States,,,N,"216,943",Packaging,,,"3001 Darrell Rd, Island Lake, Illinois, 60042",-88.1797,42.28572,PJM,Comed,,,,,
447,1+,Yonah,Greencore USA,1800 Averill Rd,Geneva,IL,60134-1684,United States,,,,"406,214",Distribution,,,"1800 Averill Rd, Geneva, Illinois, 60134",-88.2702,41.89016,PJM,Comed,,,,,
448,1,Julia,Greyhill Group,380 Horace St,Bridgeport,CT,6610,,,,Y,,Manufacturing,,,"380 Horace St, Bridgeport, Connecticut, 06610",-73.1769,41.2035,ISO-NE,,Large,Extremely High,,,
449,1+,Julia,GRM,2520 Route 130,Cranbury,NJ,8512,United States,,,,"509,775",Warehouse,,,"2520 US Highway 130, Cranbury, New Jersey, 08512",-74.4987,40.34498,PJM,PSE&G,Single,,,,
450,1+,Yonah,"GTJ REIT, Inc.",110 Old County Cir,Windsor Locks,CT,6096,Hartford,,,,"226,695",Distribution,,,"110 Old County Cir, Windsor Locks, Connecticut, 06096",-72.66,41.91085,ISO-NE,,,,,,
451,1,Yonah,"GTJ REIT, Inc.",950-974 Bridgeport Ave,Milford,CT,6460,,,,N,,Manufacturing,,,"974 Bridgeport Ave, Milford, Connecticut, 06460",-73.073,41.21523,ISO-NE,,Med,High,,,
452,CORE,Julia,GXO,115 Interstate Blvd,Monroe Township,NJ,8831,United States,,,,"525,100",Logistics,,,"115 Interstate Blvd, Monroe Township, NJ 08831",,,PJM,JCP&L,Single,,,,
453,CORE,Julia,GXO,301-321 Herrod Blvd,South Brunswick,NJ,8810,United States,,,N,,Industrial,,,"321 Herrod Blvd, Dayton, New Jersey, 08810",-74.4848,40.36526,PJM,PSE&G,,,,,
454,CORE+,Julia,GXO Logistics,2176 Diehl Rd,Aurora,IL,60502,United States,,,N,"509,000",Industrial,,,"2176 Diehl Rd, Aurora, Illinois, 60502",-88.2338,41.81302,PJM,Comed,Med,Low,Yes,,
455,1+,Yonah,Halo Brands,1500 HALO Way,Sterling,IL,61081,United States,,,N,"200,000",Distribution,,,"1500 HALO Way, Sterling, Illinois, 61081",-89.7262,41.79983,PJM,Comed,Large,,,,
456,1+,Julia,Harbor Freight Tools,3401 S Brandon Rd,Elwood,IL,60421,United States,,,N,"1,653,000",Warehouse/Distribution,,,"3401 Brandon Rd, Elwood, Illinois, 60421",-88.0991,41.46399,PJM,Comed,,,,,
457,1+,Yonah,"Hariton Machinery Company, Inc.",810 Union Ave,Bridgeport,CT,06607-1137,Fairfield,,,,"251,200",Warehouse,,,"810 Union Ave, Bridgeport, Connecticut, 06607",-73.1654,41.18282,ISO-NE,,,,,,
458,1+,Julia,"Hartz Mountain Industries, Inc.",63-265 Bay Ave,Elizabeth,NJ,7201,United States,,,,"509,093",Warehouse,,,"265 Bay Ave, Elizabeth, New Jersey, 07201",-74.161,40.67765,PJM,PSE&G,Multi,,,,
459,1+,Julia,"Hartz Mountain Industries, Inc.",601 Doremus Ave,Newark,NJ,7105,United States,,,,"1,107,774",Warehouse,,,"601 Doremus Ave, Newark, New Jersey, 07105",-74.1303,40.71317,PJM,PSE&G,Multi,,,,
460,1+,Julia,"Hartz Mountain Industries, Inc.",2220 91st St,North Bergen,NJ,7047,United States,,,,"1,028,621",Warehouse,,,"2220 91st St, North Bergen, New Jersey, 07047",-74.0173,40.81734,PJM,PSE&G,Multi,,,,
461,1+,Julia,"Hartz Mountain Industries, Inc.",2400 83rd St,North Bergen,NJ,7047,United States,,,,"562,320",Warehouse,,,"2400 83rd St, North Bergen, New Jersey, 07047",-74.0207,40.81114,PJM,PSE&G,Multi,,,,
462,1+,Julia,"Hartz Mountain Industries, Inc.",6801 West Side Ave,North Bergen,NJ,7047,United States,,,,"615,016",Distribution,,,"6801 W Side Ave, North Bergen, New Jersey, 07047",-74.0296,40.80145,PJM,PSE&G,Single,,,,
463,1+,Julia,"Hartz Mountain Industries, Inc.",50 Meadowlands Pky,Secaucus,NJ,7094,United States,,,,"672,846",Manufacturing,,,"50 Meadowlands Pkwy, Secaucus, New Jersey, 07094",-74.0743,40.78836,PJM,PSE&G,Single,,,,
464,1+,Julia,"Hartz Mountain Industries, Inc.",500 Meadowlands Pky,Secaucus,NJ,7094,United States,,,,"650,000",Warehouse,,,"500 Meadowlands Pkwy, Secaucus, New Jersey, 07094",-74.0832,40.77785,PJM,PSE&G,Single,,,,
465,CORE,Yonah,HD Supply,1100 John Galt Way,Burlington,NJ,8016,United States,,,N,,Warehouse,,,"1100 John Galt Way, Burlington, New Jersey, 08016",-74.8066,40.10348,PJM,PSE&G,,,,,
466,1+,Yonah,Hearthside Food Solutions LLC,720 Center Ave,Carol Stream,IL,60188,United States,,,N,"364,668",Food Manufacturing,,,"720 Center Ave, Carol Stream, Illinois, 60188",-88.1076,41.92272,PJM,Comed,,,,,
467,1+,Julia,"Heller Industrial Parks, Inc.",3 Sigle Ln,Dayton,NJ,8810,United States,,,,"1,166,030",Warehouse,,,"Sigle Ln, Dayton, New Jersey, 08810",-74.4852,40.37539,PJM,PSE&G,Single,,,,
468,1+,Julia,"Heller Industrial Parks, Inc.",231-399 Mill Rd,Edison,NJ,8837,United States,,,,"862,712",Warehouse,,,"231 Mill Rd, Edison, New Jersey, 08837",-74.3655,40.49343,PJM,PSE&G,Multi,,,,
469,1+,Yonah,Henry Broch & Co,3600 Sunset Ave,Waukegan,IL,60087,United States,,,N,"341,698",Food Processing,,,"3600 Sunset Ave, Waukegan, Illinois, 60087",-87.8894,42.39231,PJM,Comed,,,,,
470,1+,Julia,Heritage Family Lp /trust,81 West St,Attleboro,MA,2703,United States,,,,,Finance,Investment Banking,,"81 West Street, Attleboro, Massachusetts, 02703",-71.297,41.95166,ISO-NE,N'Grid,,,,1.11E+09,
471,1+,Yonah,Hoffer Plastics Corp,500 N Collins St,South Elgin,IL,60177,United States,,,,"360,000",Manufacturing,,,"500 N Collins St, South Elgin, Illinois, 60177",-88.3004,41.9985,PJM,Comed,,,,,
472,1+,Julia,Holman Vehicle Upfitting & Equipment HQ,1420 Brewster Creek Blvd,Bartlett,IL,60103-1695,United States,,,,"103,000",Manufacturing,,,"1420 Brewster Creek Blvd, Bartlett, Illinois, 60103",-88.2331,41.97872,PJM,Comed,,,,,
473,CORE,Julia,Home Depot,1100 N Lombard Rd,Lombard,IL,60148,United States,,,N,,Manufacturing,,,"1100 N Lombard Rd, Lombard, Illinois, 60148",-88.025,41.90945,PJM,Comed,Large,Low,No,,
474,CORE,Julia,Home Depot,25101 S Ridgeland Ave,Monee,IL,60449,United States,,,N,"509,000",Warehouse,,,"25101 S Ridgeland Ave, Monee, Illinois, 60449",-87.767,41.43194,PJM,Comed,Large,High,No,,
475,CORE+,Julia,Home Depot,2551 Logistics Dr,Elwood,IL,60421,United States,,,N,"1,600,000",Warehouse/Distribution,,,"2551 Logistics Dr, Elwood, Illinois, 60421",-88.1382,41.44414,PJM,Comed,,,,,
476,CORE,Julia,Home Depot,2950 Centerpoint Way,Channahon,IL,60410,United States,,,N,"1,618,048",Distribution,,,"2950 Centerpoint Way, Elwood, Illinois, 60421",-88.1451,41.44307,PJM,Comed,Large,High,No,,
477,CORE,Julia,Home Depot,3301 Brandon Rd,Elwood,IL,60421,United States,,,N,"990,140",Distribution,,,"3301 Brandon Rd, Elwood, Illinois, 60421",-88.0992,41.47241,PJM,Comed,Large,High,No,,
478,CORE,Julia,Home Depot,3701-3781 Burwood Dr,Waukegan,IL,60085,United States,,,N,"199,209",Manufacturing,,,"3781 Bur Wood Dr, Waukegan, Illinois, 60085",-87.8932,42.32849,PJM,Comed,Med,Low,No,,
479,CORE,Julia,Home Depot,525 Northwest Ave,Northlake,IL,60164,United States,,,N,"199,209",Distribution,,,"525 Northwest Ave, Melrose Park, Illinois, 60164",-87.9193,41.91376,PJM,Comed,Large,Low,No,,
480,CORE,Julia,Home Depot,6600 W 68th St,Bedford Park,IL,60638,United States,,,N,"655,200",Distribution,,,"6600 W 68th St, Chicago, Illinois, 60638",-87.7896,41.7683,PJM,Comed,Large,Low,No,,
481,CORE,Julia,Home Depot,495 Woburn St,Tewksbury,MA,1876,United States,,,N,"708,300",Warehouse,,,"495 Woburn Street, Tewksbury, Massachusetts, 01876",-71.2905,42.61026,ISO-NE,N'Grid,Med,Low,No,,
482,CORE,Julia,Home Depot,One Hartford Sq,New Britain,CT,6052,Hartford,,,N,,Manufacturing,,,"1 Hartford Sq, New Britain, Connecticut, 06052",-72.8107,41.66451,ISO-NE,Eversource,Large,Extremely High,No,,
483,CORE,Julia,Home Depot,117 Main St,Derby,CT,6418,New Haven,,,N,,Light Manufacturing,,,"117 Main St, Derby, Connecticut, 06418",-73.0857,41.31977,ISO-NE,United Illuminating,Med,High,Yes,,
484,CORE+,Julia,Home Depot,110 Clearview Rd,Edison,NJ,8837,United States,,,N,"472,700",Distribution,,,"110 Clearview Rd, Edison, NJ 08837",-74.3288,40.5163,PJM,PSE&G,Single,,,,
485,1+,Yonah,Honda,555 Old County Rd,Windsor Locks,CT,6096,Hartford,,,,"397,687",Distribution,,,"555 Old County Rd, Windsor Locks, Connecticut, 06096",-72.6567,41.90922,ISO-NE,,,,,,
486,1-,,Honey Damaghi,69-75 Daggett St,New Haven,CT,6519,,,,N,,Manufacturing,,,"69-75 Daggett St, New Haven, Connecticut, 06519",-72.9371,41.30016,ISO-NE,,Med,High,,,
487,CORE,Julia,Honeywell,11 W Spring St,Freeport,IL,61032,United States,,,N,,Industrial,,,"11 W Spring St, Freeport, Illinois, 61032",-89.6193,42.29665,PJM,Comed,0,Low,Yes,,
488,CORE,Julia,Honeywell,2520 S Walnut Rd,Freeport,IL,61032,United States,,,N,"509,000",Industrial,,,"2520 S Walnut Rd, Freeport, Illinois, 61032",-89.6206,42.2337,PJM,Comed,0,Low,Yes,,
489,CORE+,Julia,Honeywell,501 W Fairground Rd,Freeport,IL,61032,United States,,,N,"356,046",Manufacturing,,,"501 W Fairground Rd, Freeport, Illinois, 61032",-89.6248,42.26454,PJM,Comed,,,,,
490,CORE+,Julia,Honeywell,12 Clintonville Rd,Northford,CT,6472,New Haven,,,,"247,257",Manufacturing,,,"12 Clintonville Rd, Northford, Connecticut, 06472",-72.8168,41.39474,ISO-NE,,,,,,
491,1+,Julia,Horizon Beverage Company Inc HQ,45 Commerce Way,Norton,MA,2766,United States,,,,,,,,"45 Commerce Way, Norton, Massachusetts, 02766",-71.1393,41.95695,ISO-NE,N'Grid,,,,,
492,1+,Yonah,House of Spices,444 Whitney St,Northborough,MA,1532,United States,,,,"107,000",Manufacturing,Food,,"444 Whitney Street, Northborough, Massachusetts, 01532",-71.6324,42.35099,ISO-NE,N'Grid,,,,17778098,www.draadvisors.com
493,CORE,Yonah,Howmet Aerospace,145 Price Rd,Winsted,CT,6098,Litchfield,,,N,,Manufacturing,,,"145 Price Rd, Winsted, Connecticut, 06098",-73.0498,41.95111,ISO-NE,Eversource,Med,Extremely High,Yes,,
494,CORE,Yonah,Howmet Aerospace,9 Roy St,Dover,NJ,7801,United States,,,N,,Manufacturing,,,"9 Roy St, Dover, New Jersey, 07801",-74.5297,40.88126,PJM,JCP&L,,,,,
495,1,Julia,HR Property Group,560 N Washington Ave,Bridgeport,CT,6604,,,,N,,Manufacturing,,,"560 N Washington Ave, Bridgeport, Connecticut, 06604",-73.1905,41.19318,ISO-NE,,Med,Extremely High,,,
496,1+,Julia,Hubbell,110 John G Groppo Dr,Winsted,CT,06098-2249,Litchfield,,,,"200,000",Manufacturing,,,"110 John G Groppo Dr, Winsted, Connecticut, 06098",-73.0436,41.95508,ISO-NE,,,,,,
497,1-,,Hubbell Incorporated,1613 State St,Bridgeport,CT,6605,,,,N,,Manufacturing,,,"1613 State St, Bridgeport, Connecticut, 06605",-73.2121,41.16941,ISO-NE,,Large,Extremely High,,,
498,1+,Yonah,Hydraforce Inc,500 Barclay Blvd,Lincolnshire,IL,60069-4306,United States,,,,"130,000",Manufacturing,,,"500 Barclay Blvd, Lincolnshire, Illinois, 60069",-87.9359,42.18756,PJM,Comed,,,,,
499,CORE,Yonah,Hyundai,1705 Sequoia Dr,Aurora,IL,60506,United States,,,N,"178,803",Industrial,,,"1705 Sequoia Dr, Aurora, Illinois, 60506",-88.3576,41.79208,PJM,Comed,0,Low,No,,
500,CORE,Yonah,Hyundai,135 Sullivan Ave,South Windsor,CT,6074,Hartford,,,N,"292,000",Industrial,,,"135 Sullivan Ave, South Windsor, Connecticut, 06074",-72.5984,41.85681,ISO-NE,Eversource,0,Extremely High,Yes,,
501,CORE,Yonah,Hyundai,1122 Cranbury South River Rd,South Brunswick,NJ,8810,United States,,,N,,Industrial,,,"1122 Cranbury South River Rd, Monroe Township, New Jersey, 08831",-74.4806,40.35012,PJM,PSE&G,,,,,
502,1,Yonah,Ideal Products Inc,158 Pines Bridge Rd,Beacon Falls,CT,6403,,,,N,,Manufacturing,,,"158 Pines Bridge Rd, Beacon Falls, Connecticut, 06403",-73.0793,41.42755,ISO-NE,,Large,High,,,
503,1+,Julia,IKEA,650 Emerald Dr,Joliet,IL,60433,United States,,,Y,"1,265,000",Warehouse/Distribution,,,"650 Emerald Dr, Joliet, Illinois, 60433",-88.064,41.48203,PJM,Comed,,,,,
504,1+,Julia,IKEA,100 Ikea Dr,Westampton,NJ,8060,United States,,,,"1,037,311",Warehouse,,,"100 Ikea Dr, Westampton, New Jersey, 08060",-74.8552,40.01475,PJM,PSE&G,Single,,,,
505,1,Julia,Imperial Real Estate Agency,150 Knotter Dr,Cheshire,CT,6410,,,,N,,Manufacturing,,,"150 Knotter Dr, Cheshire, Connecticut, 06410",-72.9168,41.55475,ISO-NE,,Med,High,,,
506,1+,Yonah,INDUS Realty Trust,100 International Dr,Windsor,CT,06095-1074,Hartford,,,,"304,200",Distribution,,,"100 International Dr, Windsor, Connecticut, 06095",-72.7238,41.91643,ISO-NE,,,,,,
507,1+,Julia,Industrial Logistics Properties Trust,309 Dulty's Ln,Burlington,NJ,8016,United States,,,,"633,836",Distribution,,,"309 Dultys Ln, Burlington, New Jersey, 08016",-74.8262,40.09573,PJM,PSE&G,Single,,,,
